country,eprc_v1,eprc_v2,eprc_v3,epr_v1,epr_v3,epc,ept_v1,ept_v3,year,primerate,youthrate,oldrate,gdp
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2002,22.19695691,22.19695691,10.2061921064,749288
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2003,22.6940628145,10.2894012196,10.2894012196,803472
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2003,22.6940628145,22.6940628145,10.2894012196,803472
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2004,21.9963333133,9.809368972,9.809368972,861420
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2004,21.9963333133,21.9963333133,9.809368972,861420
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2005,19.6311745593,7.9548896511,7.9548896511,930566
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2005,19.6311745593,19.6311745593,7.9548896511,930566
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2006,17.8913546498,7.4737238664,7.4737238664,1007974
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2006,17.8913546498,17.8913546498,7.4737238664,1007974
ESP,2.357,2.755,"",2.357,"",3.75,3,,2007,18.0887455093,7.2004690525,7.2004690525,1080807
ESP,2.357,2.755,"",2.357,"",3.75,3,,2007,18.0887455093,18.0887455093,7.2004690525,1080807
ESP,2.357,2.755,2.66,2.357,2.224,3.75,3,3.5,2008,24.4519389541,10.0741855135,10.0741855135,1116207
ESP,2.357,2.755,2.66,2.357,2.224,3.75,3,3.5,2008,24.4519389541,24.4519389541,10.0741855135,1116207
ESP,2.357,2.755,2.66,2.357,2.224,3.75,3,3.5,2009,37.7291967918,16.3385000217,16.3385000217,1079034
ESP,2.357,2.755,2.66,2.357,2.224,3.75,3,3.5,2009,37.7291967918,37.7291967918,16.3385000217,1079034
ESP,2.357,2.755,2.66,2.357,2.224,3.75,3,3.5,2010,41.4805822966,18.3737045687,18.3737045687,1080913
ESP,2.357,2.755,2.66,2.357,2.224,3.75,3,3.5,2010,41.4805822966,41.4805822966,18.3737045687,1080913
ESP,2.214,2.653,2.558,2.214,2.081,3.75,2.563,3.167,2011,46.1909183236,19.8806793027,19.8806793027,1075147
ESP,2.214,2.653,2.558,2.214,2.081,3.75,2.563,3.167,2011,46.1909183236,46.1909183236,19.8806793027,1075147
ESP,2.214,2.653,2.558,2.214,2.081,3.75,2.688,3.292,2012,52.8569533159,23.260751372,23.260751372,1055158
ESP,2.214,2.653,2.558,2.214,2.081,3.75,2.688,3.292,2012,52.8569533159,52.8569533159,23.260751372,1055158
ESP,2.048,2.355,2.284,2.048,1.948,3.125,2.563,3.167,2013,55.4766829281,24.4648901651,24.4648901651,1049181
ESP,2.048,2.355,2.284,2.048,1.948,3.125,2.563,3.167,2013,55.4766829281,55.4766829281,24.4648901651,1049181
EST,"","","","","","","",,1995,13.9429056721,9.4125969082,9.4125969082,2772.1725815684E
EST,"","","","","","","",,1995,13.9429056721,13.9429056721,9.4125969082,2772.1725815684E
EST,"","","","","","","",,1996,15.7671312575,9.5103821744,9.5103821744,3643.956622197E
EST,"","","","","","","",,1996,15.7671312575,15.7671312575,9.5103821744,3643.956622197E
EST,"","","","","","","",,1997,13.8293023543,9.5841333153,9.5841333153,4488.4751602329E
EST,"","","","","","","",,1997,13.8293023543,13.8293023543,9.5841333153,4488.4751602329E
EST,"","","","","","","",,1998,15.2882883376,9.6915241359,9.6915241359,5041.0378288318E
EST,"","","","","","","",,1998,15.2882883376,15.2882883376,9.6915241359,5041.0378288318E
EST,"","","","","","","",,1999,18.8786694731,12.1036851342,12.1036851342,5367.7899591598E
EST,"","","","","","","",,1999,18.8786694731,18.8786694731,12.1036851342,5367.7899591598E
EST,"","","","","","","",,2000,22.2151657895,13.9879112229,13.9879112229,6170.54
EST,"","","","","","","",,2000,22.2151657895,22.2151657895,13.9879112229,6170.54
EST,"","","","","","","",,2001,20.5605389775,12.3346818928,12.3346818928,6963.45
EST,"","","","","","","",,2001,20.5605389775,20.5605389775,12.3346818928,6963.45
EST,"","","","","","","",,2002,17.3831455388,10.9301758308,10.9301758308,7759.55
EST,"","","","","","","",,2002,17.3831455388,17.3831455388,10.9301758308,7759.55
EST,"","","","","","","",,2003,20.3366900191,9.5310298922,9.5310298922,8698.49
EST,"","","","","","","",,2003,20.3366900191,20.3366900191,9.5310298922,8698.49
EST,"","","","","","","",,2004,23.1310706631,9.1675913991,9.1675913991,9706.4
EST,"","","","","","","",,2004,23.1310706631,23.1310706631,9.1675913991,9706.4
EST,"","","","","","","",,2005,14.7381585085,7.7398522709,7.7398522709,11260.17
EST,"","","","","","","",,2005,14.7381585085,14.7381585085,7.7398522709,11260.17
EST,"","","","","","","",,2006,11.888082717,5.5655595035,5.5655595035,13517.95
EST,"","","","","","","",,2006,11.888082717,11.888082717,5.5655595035,13517.95
EST,"","","","","","","",,2007,9.9012390106,4.1659782684,4.1659782684,16241.1
EST,"","","","","","","",,2007,9.9012390106,9.9012390106,4.1659782684,16241.1
EST,2.742,2.459,2.328,2.742,2.559,1.75,1.875,2.292,2008,11.7185746062,4.8589141287,4.8589141287,16511.03
EST,2.742,2.459,2.328,2.742,2.559,1.75,1.875,2.292,2008,11.7185746062,11.7185746062,4.8589141287,16511.03
EST,2.742,2.459,2.328,2.742,2.559,1.75,1.875,2.292,2009,26.6215839629,12.8199043418,12.8199043418,14138.17
EST,2.742,2.459,2.328,2.742,2.559,1.75,1.875,2.292,2009,26.6215839629,26.6215839629,12.8199043418,14138.17
EST,1.81,2.114,2.066,1.81,1.743,2.875,1.875,2.292,2010,31.9647118845,15.1279260035,15.1279260035,14709.1
EST,1.81,2.114,2.066,1.81,1.743,2.875,1.875,2.292,2010,31.9647118845,31.9647118845,15.1279260035,14709.1
EST,1.81,2.114,2.066,1.81,1.743,2.875,1.875,2.292,2011,21.6695517212,11.4671893673,11.4671893673,16403.77
EST,1.81,2.114,2.066,1.81,1.743,2.875,1.875,2.292,2011,21.6695517212,21.6695517212,11.4671893673,16403.77
EST,1.81,2.114,2.066,1.81,1.743,2.875,1.875,2.292,2012,19.7868820437,9.5012254658,9.5012254658,17636.72
EST,1.81,2.114,2.066,1.81,1.743,2.875,1.875,2.292,2012,19.7868820437,19.7868820437,9.5012254658,17636.72
EST,1.81,2.114,2.066,1.81,1.743,2.875,3,3.042,2013,17.9264129398,8.2661852687,8.2661852687,18738.8
EST,1.81,2.114,2.066,1.81,1.743,2.875,3,3.042,2013,17.9264129398,17.9264129398,8.2661852687,18738.8
FIN,2.786,"","",2.786,"","",1.25,,1985,9.7014925373,3.9640591966,3.9640591966,58285
FIN,2.786,"","",2.786,"","",1.25,,1985,9.7014925373,9.7014925373,3.9640591966,58285
FIN,2.786,"","",2.786,"","",1.25,,1986,10.0755667506,4.2364016736,4.2364016736,62740
FIN,2.786,"","",2.786,"","",1.25,,1986,10.0755667506,10.0755667506,4.2364016736,62740
FIN,2.786,"","",2.786,"","",1.25,,1987,9.585492228,4.4155844156,4.4155844156,67751
FIN,2.786,"","",2.786,"","",1.25,,1987,9.585492228,9.585492228,4.4155844156,67751
FIN,2.786,"","",2.786,"","",1.25,,1988,8.3783783784,3.818369453,3.818369453,76754
FIN,2.786,"","",2.786,"","",1.25,,1988,8.3783783784,8.3783783784,3.818369453,76754
FIN,2.786,"","",2.786,"","",1.25,,1989,8.1683168317,2.1384928717,2.1384928717,85929
FIN,2.786,"","",2.786,"","",1.25,,1989,8.1683168317,8.1683168317,2.1384928717,85929
FIN,2.786,"","",2.786,"","",1.25,,1990,8.883248731,2.031488065,2.031488065,91010
FIN,2.786,"","",2.786,"","",1.25,,1990,8.883248731,8.883248731,2.031488065,91010
FIN,2.786,"","",2.786,"","",1.25,,1991,14.9456521739,5.1451859399,5.1451859399,86962
FIN,2.786,"","",2.786,"","",1.25,,1991,14.9456521739,14.9456521739,5.1451859399,86962
FIN,2.452,"","",2.452,"","",1.25,,1992,24.4776119403,9.5771777891,9.5771777891,84852
FIN,2.452,"","",2.452,"","",1.25,,1992,24.4776119403,24.4776119403,9.5771777891,84852
FIN,2.452,"","",2.452,"","",1.25,,1993,30.7936507937,14.0458015267,14.0458015267,85748
FIN,2.452,"","",2.452,"","",1.25,,1993,30.7936507937,30.7936507937,14.0458015267,85748
FIN,2.452,"","",2.452,"","",1.25,,1994,31.1643835616,14.0973630832,14.0973630832,90768
FIN,2.452,"","",2.452,"","",1.25,,1994,31.1643835616,31.1643835616,14.0973630832,90768
FIN,2.452,"","",2.452,"","",1.25,,1995,26.9896193772,13.1114473021,13.1114473021,98556
FIN,2.452,"","",2.452,"","",1.25,,1995,26.9896193772,26.9896193772,13.1114473021,98556
FIN,2.452,"","",2.452,"","",1.25,,1996,25,12.1471774194,12.1471774194,102060
FIN,2.452,"","",2.452,"","",1.25,,1996,25,25,12.1471774194,102060
FIN,2.31,"","",2.31,"","",1.25,,1997,23.3009708738,10.6979113602,10.6979113602,110738
FIN,2.31,"","",2.31,"","",1.25,,1997,23.3009708738,23.3009708738,10.6979113602,110738
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,1998,22.049689441,9.4731509625,9.4731509625,120382
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,1998,22.049689441,22.049689441,9.4731509625,120382
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,1999,20.2898550725,8.4173387097,8.4173387097,126923
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,1999,20.2898550725,20.2898550725,8.4173387097,126923
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,2000,20.2816901408,7.9677256682,7.9677256682,136261
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,2000,20.2816901408,20.2816901408,7.9677256682,136261
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,2001,18.75,7.4300254453,7.4300254453,144437
FIN,2.31,2.185,"",2.31,"",1.875,1.563,,2001,18.75,18.75,7.4300254453,144437
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2002,19.476744186,7.3484069887,7.3484069887,148289
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2002,19.476744186,19.476744186,7.3484069887,148289
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2003,20.4142011834,7.2622779519,7.2622779519,151569
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2003,20.4142011834,20.4142011834,7.2622779519,151569
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2004,19.4610778443,7.2900158479,7.2900158479,158477
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2004,19.4610778443,19.4610778443,7.2900158479,158477
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2005,18.8790560472,6.9002123142,6.9002123142,164387
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2005,18.8790560472,18.8790560472,6.9002123142,164387
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2006,17.6136363636,6.0897435897,6.0897435897,172614
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2006,17.6136363636,17.6136363636,6.0897435897,172614
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2007,15.7458563536,5.3026245313,5.3026245313,186584
FIN,2.167,2.083,"",2.167,"",1.875,1.563,,2007,15.7458563536,15.7458563536,5.3026245313,186584
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2008,15.7024793388,4.8,4.8,193711
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2008,15.7024793388,15.7024793388,4.8,193711
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2009,21.6049382716,6.6058002148,6.6058002148,181029
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2009,21.6049382716,21.6049382716,6.6058002148,181029
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2010,20.2985074627,6.8909386869,6.8909386869,187100
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2010,20.2985074627,20.2985074627,6.8909386869,187100
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2011,18.8953488372,6.1513336962,6.1513336962,196869
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2011,18.8953488372,18.8953488372,6.1513336962,196869
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2012,17.816091954,6.1850027367,6.1850027367,199793
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2012,17.816091954,17.816091954,6.1850027367,199793
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2013,20,6.6703417861,6.6703417861,201995
FIN,2.167,2.012,2.167,2.167,2.383,1.625,1.563,1.875,2013,20,20,6.6703417861,201995
FRA,2.591,"","",2.591,"","",3.063,,1985,25.7461069909,7.3010832334,7.3010832334,760509
FRA,2.591,"","",2.591,"","",3.063,,1985,25.7461069909,25.7461069909,7.3010832334,760509
FRA,2.591,"","",2.591,"","",3.063,,1986,23.907720067,7.6757715284,7.6757715284,817854
FRA,2.591,"","",2.591,"","",3.063,,1986,23.907720067,23.907720067,7.6757715284,817854
FRA,2.341,"","",2.341,"","",3.063,,1987,23.4251604553,8.4867788497,8.4867788497,859827
FRA,2.341,"","",2.341,"","",3.063,,1987,23.4251604553,23.4251604553,8.4867788497,859827
FRA,2.341,"","",2.341,"","",3.063,,1988,22.1468543327,8.221573276,8.221573276,929444
FRA,2.341,"","",2.341,"","",3.063,,1988,22.1468543327,22.1468543327,8.221573276,929444
FRA,2.341,"","",2.341,"","",3.063,,1989,19.5436884695,8.1316998695,8.1316998695,1001897
FRA,2.341,"","",2.341,"","",3.063,,1989,19.5436884695,19.5436884695,8.1316998695,1001897
FRA,2.341,"","",2.341,"","",3.063,,1990,19.8048694217,7.8256813252,7.8256813252,1058627
FRA,2.341,"","",2.341,"","",3.063,,1990,19.8048694217,19.8048694217,7.8256813252,1058627
FRA,2.341,"","",2.341,"","",3.625,,1991,19.7538797674,7.772195011,7.772195011,1097112
FRA,2.341,"","",2.341,"","",3.625,,1991,19.7538797674,19.7538797674,7.772195011,1097112
FRA,2.341,"","",2.341,"","",3.625,,1992,21.7166185403,8.8075142307,8.8075142307,1136841
FRA,2.341,"","",2.341,"","",3.625,,1992,21.7166185403,21.7166185403,8.8075142307,1136841
FRA,2.341,"","",2.341,"","",3.625,,1993,25.5781699664,9.7608564111,9.7608564111,1148404
FRA,2.341,"","",2.341,"","",3.625,,1993,25.5781699664,25.5781699664,9.7608564111,1148404
FRA,2.341,"","",2.341,"","",3.625,,1994,28.8138710602,11.0932080009,11.0932080009,1186345
FRA,2.341,"","",2.341,"","",3.625,,1994,28.8138710602,28.8138710602,11.0932080009,1186345
FRA,2.341,"","",2.341,"","",3.625,,1995,27.1063312425,10.4555312839,10.4555312839,1224967
FRA,2.341,"","",2.341,"","",3.625,,1995,27.1063312425,27.1063312425,10.4555312839,1224967
FRA,2.341,"","",2.341,"","",3.625,,1996,27.560584233,10.9743632583,10.9743632583,1258950
FRA,2.341,"","",2.341,"","",3.625,,1996,27.560584233,27.560584233,10.9743632583,1258950
FRA,2.341,"","",2.341,"","",3.625,,1997,28.975303691,11.152109431,11.152109431,1299739
FRA,2.341,"","",2.341,"","",3.625,,1997,28.975303691,28.975303691,11.152109431,1299739
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,1998,26.2018417956,10.8454278881,10.8454278881,1358776
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,1998,26.2018417956,26.2018417956,10.8454278881,1358776
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,1999,26.4908425805,10.6875666897,10.6875666897,1408159
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,1999,26.4908425805,26.4908425805,10.6875666897,1408159
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,2000,20.6404648898,9.280681406,9.280681406,1485303
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,2000,20.6404648898,20.6404648898,9.280681406,1485303
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,2001,18.0086271777,7.7350818606,7.7350818606,1544629
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,2001,18.0086271777,18.0086271777,7.7350818606,1544629
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,2002,18.9350015032,7.7618104404,7.7618104404,1594259
FRA,2.341,2.637,"",2.341,"",3.375,3.625,,2002,18.9350015032,18.9350015032,7.7618104404,1594259
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2003,18.2492511844,7.5696130733,7.5696130733,1637438
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2003,18.2492511844,18.2492511844,7.5696130733,1637438
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2004,19.6632598762,7.7945388845,7.7945388845,1710760
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2004,19.6632598762,19.6632598762,7.7945388845,1710760
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2005,20.5734767447,7.823342092,7.823342092,1771978
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2005,20.5734767447,20.5734767447,7.823342092,1771978
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2006,21.6386370713,7.5686675352,7.5686675352,1853267
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2006,21.6386370713,21.6386370713,7.5686675352,1853267
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2007,19.1130813558,6.9648550665,6.9648550665,1945670
FRA,2.468,2.727,"",2.468,"",3.375,3.625,,2007,19.1130813558,19.1130813558,6.9648550665,1945670
FRA,2.468,2.727,2.87,2.468,2.668,3.375,3.625,3.75,2008,18.5886158439,6.3257678455,6.3257678455,1995850
FRA,2.468,2.727,2.87,2.468,2.668,3.375,3.625,3.75,2008,18.5886158439,18.5886158439,6.3257678455,1995850
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2009,23.2468510429,7.688416514,7.688416514,1939017
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2009,23.2468510429,23.2468510429,7.688416514,1939017
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2010,22.8822216803,7.9808081386,7.9808081386,1998481
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2010,22.8822216803,22.8822216803,7.9808081386,1998481
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2011,22.1111434635,8.0272375713,8.0272375713,2059284
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2011,22.1111434635,22.1111434635,8.0272375713,2059284
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2012,23.903423548,8.6328840041,8.6328840041,2091059
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2012,23.903423548,23.903423548,8.6328840041,2091059
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2013,23.9216987547,8.7101899114,8.7101899114,2113687
FRA,2.385,2.668,2.823,2.385,2.602,3.375,3.625,3.75,2013,23.9216987547,23.9216987547,8.7101899114,2113687
GBR,1.032,"","",1.032,"","",0.25,,1985,17.750182615,9.5213291559,9.5213291559,381251
GBR,1.032,"","",1.032,"","",0.25,,1985,17.750182615,17.750182615,9.5213291559,381251
GBR,1.032,"","",1.032,"","",0.25,,1986,17.9089414098,9.3685840703,9.3685840703,410311
GBR,1.032,"","",1.032,"","",0.25,,1986,17.9089414098,17.9089414098,9.3685840703,410311
GBR,1.032,"","",1.032,"","",0.25,,1987,15.7633042097,9.365442673,9.365442673,455965
GBR,1.032,"","",1.032,"","",0.25,,1987,15.7633042097,15.7633042097,9.365442673,455965
GBR,1.032,"","",1.032,"","",0.25,,1988,12.8264430953,7.5206894125,7.5206894125,511671
GBR,1.032,"","",1.032,"","",0.25,,1988,12.8264430953,12.8264430953,7.5206894125,511671
GBR,1.032,"","",1.032,"","",0.25,,1989,10.0316875222,6.2142659559,6.2142659559,566512
GBR,1.032,"","",1.032,"","",0.25,,1989,10.0316875222,10.0316875222,6.2142659559,566512
GBR,1.032,"","",1.032,"","",0.25,,1990,10.1170540275,5.8009825138,5.8009825138,615673
GBR,1.032,"","",1.032,"","",0.25,,1990,10.1170540275,10.1170540275,5.8009825138,615673
GBR,1.032,"","",1.032,"","",0.25,,1991,13.5396518375,7.0634469207,7.0634469207,647966
GBR,1.032,"","",1.032,"","",0.25,,1991,13.5396518375,13.5396518375,7.0634469207,647966
GBR,1.032,"","",1.032,"","",0.25,,1992,15.4171472511,8.4867649309,8.4867649309,672170
GBR,1.032,"","",1.032,"","",0.25,,1992,15.4171472511,15.4171472511,8.4867649309,672170
GBR,1.032,"","",1.032,"","",0.25,,1993,17.2849571953,8.7092858588,8.7092858588,707734
GBR,1.032,"","",1.032,"","",0.25,,1993,17.2849571953,17.2849571953,8.7092858588,707734
GBR,1.032,"","",1.032,"","",0.25,,1994,16.1269568947,8.2480946651,8.2480946651,745196
GBR,1.032,"","",1.032,"","",0.25,,1994,16.1269568947,16.1269568947,8.2480946651,745196
GBR,1.032,"","",1.032,"","",0.25,,1995,15.2670064259,7.3768043803,7.3768043803,782979
GBR,1.032,"","",1.032,"","",0.25,,1995,15.2670064259,15.2670064259,7.3768043803,782979
GBR,1.032,"","",1.032,"","",0.25,,1996,14.6619058246,6.8992745398,6.8992745398,836189
GBR,1.032,"","",1.032,"","",0.25,,1996,14.6619058246,14.6619058246,6.8992745398,836189
GBR,1.032,"","",1.032,"","",0.25,,1997,13.4274010014,5.8388801879,5.8388801879,878780
GBR,1.032,"","",1.032,"","",0.25,,1997,13.4274010014,13.4274010014,5.8388801879,878780
GBR,1.032,1.558,"",1.032,"",2.875,0.25,,1998,12.2634898388,5.0029256875,5.0029256875,923294
GBR,1.032,1.558,"",1.032,"",2.875,0.25,,1998,12.2634898388,12.2634898388,5.0029256875,923294
GBR,1.032,1.558,"",1.032,"",2.875,0.25,,1999,12.1659634318,4.8778127268,4.8778127268,963196
GBR,1.032,1.558,"",1.032,"",2.875,0.25,,1999,12.1659634318,12.1659634318,4.8778127268,963196
GBR,1.198,1.677,"",1.198,"",2.875,0.25,,2000,11.7033603708,4.4330940105,4.4330940105,1023512
GBR,1.198,1.677,"",1.198,"",2.875,0.25,,2000,11.7033603708,11.7033603708,4.4330940105,1023512
GBR,1.198,1.677,"",1.198,"",2.875,0.25,,2001,10.4418604651,3.8455964056,3.8455964056,1062262
GBR,1.198,1.677,"",1.198,"",2.875,0.25,,2001,10.4418604651,10.4418604651,3.8455964056,1062262
GBR,1.198,1.677,"",1.198,"",2.875,0.25,,2002,11.0079275198,4.1255648963,4.1255648963,1117171
GBR,1.198,1.677,"",1.198,"",2.875,0.25,,2002,11.0079275198,11.0079275198,4.1255648963,1117171
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2003,11.4880144731,3.7489613373,3.7489613373,1190525
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2003,11.4880144731,11.4880144731,3.7489613373,1190525
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2004,10.9155713967,3.6077160948,3.6077160948,1255191
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2004,10.9155713967,10.9155713967,3.6077160948,1255191
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2005,12.2181662014,3.4409638554,3.4409638554,1326660
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2005,12.2181662014,12.2181662014,3.4409638554,1326660
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2006,13.8273168672,4.0927045163,4.0927045163,1403726
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2006,13.8273168672,13.8273168672,4.0927045163,1403726
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2007,14.2406394615,3.7460829931,3.7460829931,1480956
GBR,1.198,1.677,"",1.198,"",2.875,0.375,,2007,14.2406394615,14.2406394615,3.7460829931,1480956
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2008,14.1218189403,3.908013544,3.908013544,1518675
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2008,14.1218189403,14.1218189403,3.908013544,1518675
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2009,18.967356518,6.0536649215,6.0536649215,1482144
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2009,18.967356518,18.967356518,6.0536649215,1482144
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2010,19.2582953806,6.1096678419,6.1096678419,1558365
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2010,19.2582953806,19.2582953806,6.1096678419,1558365
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2011,19.973833406,6.1232914412,6.1232914412,1617677
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.417,2011,19.973833406,19.973833406,6.1232914412,1617677
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.542,2012,21.0188741637,5.9934245864,5.9934245864,1655384
GBR,1.198,1.677,1.713,1.198,1.248,2.875,0.375,0.542,2012,21.0188741637,21.0188741637,5.9934245864,1655384
GBR,1.032,1.558,1.618,1.032,1.115,2.875,0.375,0.542,2013,20.9075940997,5.8366146839,5.8366146839,1713122
GBR,1.032,1.558,1.618,1.032,1.115,2.875,0.375,0.542,2013,20.9075940997,20.9075940997,5.8366146839,1713122
GRC,2.849,"","",2.849,"","",4.75,,1985,24.1841162045,5.9950416949,5.9950416949,19453.2344878488E
GRC,2.849,"","",2.849,"","",4.75,,1985,24.1841162045,24.1841162045,5.9950416949,19453.2344878488E
GRC,2.849,"","",2.849,"","",4.75,,1986,24.2655699177,5.5635202092,5.5635202092,23246.1104099002E
GRC,2.849,"","",2.849,"","",4.75,,1986,24.2655699177,24.2655699177,5.5635202092,23246.1104099002E
GRC,2.849,"","",2.849,"","",4.75,,1987,24.994956627,5.4839915286,5.4839915286,26186.5757279299E
GRC,2.849,"","",2.849,"","",4.75,,1987,24.994956627,24.994956627,5.4839915286,26186.5757279299E
GRC,2.849,"","",2.849,"","",4.75,,1988,25.9692187804,5.7206044969,5.7206044969,31864.5956334886E
GRC,2.849,"","",2.849,"","",4.75,,1988,25.9692187804,25.9692187804,5.7206044969,31864.5956334886E
GRC,2.849,"","",2.849,"","",4.75,,1989,24.9112978525,5.4679311205,5.4679311205,37871.0508474454E
GRC,2.849,"","",2.849,"","",4.75,,1989,24.9112978525,24.9112978525,5.4679311205,37871.0508474454E
GRC,2.802,"","",2.802,"","",4.75,,1990,23.3052400147,5.1476537217,5.1476537217,45706.7975969236E
GRC,2.802,"","",2.802,"","",4.75,,1990,23.3052400147,23.3052400147,5.1476537217,45706.7975969236E
GRC,2.802,"","",2.802,"","",4.75,,1991,24.5237654892,5.7375120893,5.7375120893,56448.4266262298E
GRC,2.802,"","",2.802,"","",4.75,,1991,24.5237654892,24.5237654892,5.7375120893,56448.4266262298E
GRC,2.802,"","",2.802,"","",4.75,,1992,24.9618611747,6.0105714884,6.0105714884,65255.7393169254E
GRC,2.802,"","",2.802,"","",4.75,,1992,24.9618611747,24.9618611747,6.0105714884,65255.7393169254E
GRC,2.802,"","",2.802,"","",4.75,,1993,28.8175553137,6.6464327384,6.6464327384,73476.5837560209E
GRC,2.802,"","",2.802,"","",4.75,,1993,28.8175553137,28.8175553137,6.6464327384,73476.5837560209E
GRC,2.802,"","",2.802,"","",4.75,,1994,27.7208130031,6.9894770564,6.9894770564,83326.5066717832E
GRC,2.802,"","",2.802,"","",4.75,,1994,27.7208130031,27.7208130031,6.9894770564,83326.5066717832E
GRC,2.802,"","",2.802,"","",4.75,,1995,27.8953104526,7.2999224545,7.2999224545,93406.644956
