country,eprc_v1,eprc_v2,eprc_v3,epr_v1,epr_v3,epc,ept_v1,ept_v3,year,primerate,youthrate,oldrate,gdp
CHE,1.595,2.175,"",1.595,"",3.625,1.125,,2005,8.7614885149,8.7614885149,3.8480817043,507463.398934
CHE,1.595,2.175,"",1.595,"",3.625,1.125,,2006,7.7029002039,3.5284632929,3.5284632929,538125.432299
CHE,1.595,2.175,"",1.595,"",3.625,1.125,,2006,7.7029002039,7.7029002039,3.5284632929,538125.432299
CHE,1.595,2.175,"",1.595,"",3.625,1.125,,2007,7.0852922719,3.1465418569,3.1465418569,573080.325897
CHE,1.595,2.175,"",1.595,"",3.625,1.125,,2007,7.0852922719,7.0852922719,3.1465418569,573080.325897
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2008,7.01863377,2.865466844,2.865466844,597380.515317
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2008,7.01863377,7.01863377,2.865466844,597380.515317
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2009,8.4463386117,3.6713283638,3.6713283638,587060.66704
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2009,8.4463386117,8.4463386117,3.6713283638,587060.66704
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2010,7.8228063245,4.2459250126,4.2459250126,606145.691072
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2010,7.8228063245,7.8228063245,4.2459250126,606145.691072
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2011,7.6905651843,3.6095124232,3.6095124232,618324.764652
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2011,7.6905651843,7.6905651843,3.6095124232,618324.764652
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2012,8.4443004674,3.7457710039,3.7457710039,624592.201608
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2012,8.4443004674,8.4443004674,3.7457710039,624592.201608
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2013,8.5346229714,4.063207749,4.063207749,635331.377875
CHE,1.595,2.175,2.104,1.595,1.495,3.625,1.125,1.375,2013,8.5346229714,8.5346229714,4.063207749,635331.377875
CHL,"","","","","","","",,1996,15.2382449894,4.9002077792,4.9002077792,32049653.08
CHL,"","","","","","","",,1996,15.2382449894,15.2382449894,4.9002077792,32049653.08
CHL,"","","","","","","",,1997,14.7906887741,4.8067646153,4.8067646153,35593645.34
CHL,"","","","","","","",,1997,14.7906887741,14.7906887741,4.8067646153,35593645.34
CHL,"","","","","","","",,1998,15.1969708087,5.0987786492,5.0987786492,37542890.44
CHL,"","","","","","","",,1998,15.1969708087,15.1969708087,5.0987786492,37542890.44
CHL,"","","","","","","",,1999,21.7834752614,8.2778824218,8.2778824218,38306646.54
CHL,"","","","","","","",,1999,21.7834752614,21.7834752614,8.2778824218,38306646.54
CHL,"","","","","","","",,2000,21.3178764522,7.6445917584,7.6445917584,42094988.81
CHL,"","","","","","","",,2000,21.3178764522,21.3178764522,7.6445917584,42094988.81
CHL,"","","","","","","",,2001,20.9339659169,7.8496694541,7.8496694541,45287944.57
CHL,"","","","","","","",,2001,20.9339659169,20.9339659169,7.8496694541,45287944.57
CHL,"","","","","","","",,2002,21.5842069629,7.5790040713,7.5790040713,48328914.98
CHL,"","","","","","","",,2002,21.5842069629,21.5842069629,7.5790040713,48328914.98
CHL,"","","","","","","",,2003,21.1045334933,7.1507182616,7.1507182616,52643473.74
CHL,"","","","","","","",,2003,21.1045334933,21.1045334933,7.1507182616,52643473.74
CHL,"","","","","","","",,2004,20.8318514723,7.6265290312,7.6265290312,60546524.55
CHL,"","","","","","","",,2004,20.8318514723,20.8318514723,7.6265290312,60546524.55
CHL,"","","","","","","",,2005,19.7303927423,6.8397900254,6.8397900254,68882767.61
CHL,"","","","","","","",,2005,19.7303927423,19.7303927423,6.8397900254,68882767.61
CHL,"","","","","","","",,2006,18.3133925567,6.6756796967,6.6756796967,82018170.63
CHL,"","","","","","","",,2006,18.3133925567,18.3133925567,6.6756796967,82018170.63
CHL,"","","","","","","",,2007,17.8413705321,6.0139004499,6.0139004499,90428771.04
CHL,"","","","","","","",,2007,17.8413705321,17.8413705321,6.0139004499,90428771.04
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2008,19.7068485503,6.5520015818,6.5520015818,93847932.01
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2008,19.7068485503,19.7068485503,6.5520015818,93847932.01
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2009,22.5748681309,8.5004249506,8.5004249506,96443760.98
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2009,22.5748681309,22.5748681309,8.5004249506,96443760.98
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2010,18.5633309093,7.1201335754,7.1201335754,110998728.9
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2010,18.5633309093,18.5633309093,7.1201335754,110998728.9
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2011,17.5289187225,6.0028808799,6.0028808799,121319461.8
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2011,17.5289187225,17.5289187225,6.0028808799,121319461.8
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2012,16.2609639511,5.4969176879,5.4969176879,129027552.5
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2012,16.2609639511,16.2609639511,5.4969176879,129027552.5
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2013,16.0714983674,5.0563396153,5.0563396153,137028983.4
CHL,2.627,1.876,1.805,2.627,2.527,0,3,2.417,2013,16.0714983674,16.0714983674,5.0563396153,137028983.4
CHN,"","","","","","","",,2000,8.8126701654,2.7895668751,2.7895668751,9921455.431
CHN,"","","","","","","",,2000,8.8126701654,8.8126701654,2.7895668751,9921455.431
CHN,3.258,3.184,3.22,3.258,3.308,3,1.75,1.875,2010,6.4023681964,2.506192163,2.506192163,40151279.52
CHN,3.258,3.184,3.22,3.258,3.308,3,1.75,1.875,2010,6.4023681964,6.4023681964,2.506192163,40151279.52
CZE,3.306,"","",3.306,"","",0.5,,1993,8.4154442783,3.4258457891,3.4258457891,1179304.32123538E
CZE,3.306,"","",3.306,"","",0.5,,1993,8.4154442783,8.4154442783,3.4258457891,1179304.32123538E
CZE,3.306,"","",3.306,"","",0.5,,1994,8.6764717266,3.3830671219,3.3830671219,1363397.75983976E
CZE,3.306,"","",3.306,"","",0.5,,1994,8.6764717266,8.6764717266,3.3830671219,1363397.75983976E
CZE,3.306,"","",3.306,"","",0.5,,1995,7.7900921907,3.2799231857,3.2799231857,1580115
CZE,3.306,"","",3.306,"","",0.5,,1995,7.7900921907,7.7900921907,3.2799231857,1580115
CZE,3.306,"","",3.306,"","",0.5,,1996,7.1903513092,3.196546919,3.196546919,1812622
CZE,3.306,"","",3.306,"","",0.5,,1996,7.1903513092,7.1903513092,3.196546919,1812622
CZE,3.306,"","",3.306,"","",0.5,,1997,8.6167048415,4.1277428939,4.1277428939,1953311
CZE,3.306,"","",3.306,"","",0.5,,1997,8.6167048415,8.6167048415,4.1277428939,1953311
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,1998,12.42706045,5.4672924823,5.4672924823,2142587
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,1998,12.42706045,12.42706045,5.4672924823,2142587
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,1999,17.0177911959,7.5223639939,7.5223639939,2237300
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,1999,17.0177911959,17.0177911959,7.5223639939,2237300
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2000,16.9794585077,7.7430218483,7.7430218483,2372630
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2000,16.9794585077,16.9794585077,7.7430218483,2372630
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2001,16.5899463249,7.1834553672,7.1834553672,2562679
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2001,16.5899463249,16.5899463249,7.1834553672,2562679
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2002,16.0181429088,6.4870112089,6.4870112089,2674634
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2002,16.0181429088,16.0181429088,6.4870112089,2674634
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2003,17.5743031198,6.969430117,6.969430117,2801163
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2003,17.5743031198,17.5743031198,6.969430117,2801163
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2004,20.3822937626,7.3025821008,7.3025821008,3057660
CZE,3.306,2.968,"",3.306,"",2.125,0.5,,2004,20.3822937626,20.3822937626,7.3025821008,3057660
CZE,3.306,2.968,"",3.306,"",2.125,1.125,,2005,19.2558746736,7.1384140728,7.1384140728,3257972
CZE,3.306,2.968,"",3.306,"",2.125,1.125,,2005,19.2558746736,19.2558746736,7.1384140728,3257972
CZE,3.306,2.968,"",3.306,"",2.125,1.125,,2006,17.4529346622,6.3501542749,6.3501542749,3507131
CZE,3.306,2.968,"",3.306,"",2.125,1.125,,2006,17.4529346622,17.4529346622,6.3501542749,3507131
CZE,3.052,2.787,"",3.052,"",2.125,1.125,,2007,10.7392683275,4.9250846663,4.9250846663,3831819
CZE,3.052,2.787,"",3.052,"",2.125,1.125,,2007,10.7392683275,10.7392683275,4.9250846663,3831819
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.125,1.875,2008,9.873296677,3.9776119403,3.9776119403,4015346
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.125,1.875,2008,9.873296677,9.873296677,3.9776119403,4015346
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.125,1.875,2009,16.6435960864,5.914554599,5.914554599,3921827
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.125,1.875,2009,16.6435960864,16.6435960864,5.914554599,3921827
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.313,2,2010,18.3417851165,6.4436336667,6.4436336667,3953651
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.313,2,2010,18.3417851165,18.3417851165,6.4436336667,3953651
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.313,2,2011,18.0126268392,5.9463641421,5.9463641421,4022410
CZE,3.052,2.787,2.751,3.052,3.002,2.125,1.313,2,2011,18.0126268392,18.0126268392,5.9463641421,4022410
CZE,2.925,2.696,2.66,2.925,2.875,2.125,1.438,2.125,2012,19.5132354046,6.1239490425,6.1239490425,4047675
CZE,2.925,2.696,2.66,2.925,2.875,2.125,1.438,2.125,2012,19.5132354046,19.5132354046,6.1239490425,4047675
CZE,2.925,2.696,2.66,2.925,2.875,2.125,1.438,2.125,2013,18.9696060296,6.2280401744,6.2280401744,4086260
CZE,2.925,2.696,2.66,2.925,2.875,2.125,1.438,2.125,2013,18.9696060296,18.9696060296,6.2280401744,4086260
DEU,2.583,"","",2.583,"","",5,,1985,9.8910409948,6.3480380046,6.3480380046,1098439.69345953E
DEU,2.583,"","",2.583,"","",5,,1985,9.8910409948,9.8910409948,6.3480380046,1098439.69345953E
DEU,2.583,"","",2.583,"","",3.25,,1986,7.8477849209,5.9808744069,5.9808744069,1157266.5447097E
DEU,2.583,"","",2.583,"","",3.25,,1986,7.8477849209,7.8477849209,5.9808744069,1157266.5447097E
DEU,2.583,"","",2.583,"","",3.25,,1987,7.2173351908,5.8269752126,5.8269752126,1188509.94066959E
DEU,2.583,"","",2.583,"","",3.25,,1987,7.2173351908,7.2173351908,5.8269752126,1188509.94066959E
DEU,2.583,"","",2.583,"","",3.25,,1988,6.7908399663,5.7065883371,5.7065883371,1253406.93742054E
DEU,2.583,"","",2.583,"","",3.25,,1988,6.7908399663,6.7908399663,5.7065883371,1253406.93742054E
DEU,2.583,"","",2.583,"","",3.25,,1989,5.4231569146,5.2622633328,5.2622633328,1339739.13547111E
DEU,2.583,"","",2.583,"","",3.25,,1989,5.4231569146,5.4231569146,5.2622633328,1339739.13547111E
DEU,2.583,"","",2.583,"","",3.25,,1990,4.4868843671,4.4868843671,4.6051958869,1458040.02260206E
DEU,2.583,"","",2.583,"","",3.25,,1990,4.4868843671,4.6051958869,4.6051958869,1458040.02260206E
DEU,2.583,"","",2.583,"","",3.25,,1991,5.4111147221,5.405127854,5.405127854,1579800
DEU,2.583,"","",2.583,"","",3.25,,1991,5.4111147221,5.4111147221,5.405127854,1579800
DEU,2.583,"","",2.583,"","",3.25,,1992,6.2166350956,6.2166350956,6.4518319807,1695320
DEU,2.583,"","",2.583,"","",3.25,,1992,6.2166350956,6.4518319807,6.4518319807,1695320
DEU,2.583,"","",2.583,"","",3.25,,1993,7.5696480938,7.5696480938,7.5977916919,1748550
DEU,2.583,"","",2.583,"","",3.25,,1993,7.5696480938,7.5977916919,7.5977916919,1748550
DEU,2.679,"","",2.679,"","",3.25,,1994,8.2433200682,8.068640646,8.068640646,1830290
DEU,2.679,"","",2.679,"","",3.25,,1994,8.2433200682,8.2433200682,8.068640646,1830290
DEU,2.679,"","",2.679,"","",3.125,,1995,8.1821929101,7.6520976663,7.6520976663,1898060
DEU,2.679,"","",2.679,"","",3.125,,1995,8.1821929101,8.1821929101,7.6520976663,1898060
DEU,2.679,"","",2.679,"","",3.125,,1996,9.3523647209,8.0472175379,8.0472175379,1924710
DEU,2.679,"","",2.679,"","",3.125,,1996,9.3523647209,9.3523647209,8.0472175379,1924710
DEU,2.679,"","",2.679,"","",2.5,,1997,10.2062975027,8.903855868,8.903855868,1964650
DEU,2.679,"","",2.679,"","",2.5,,1997,10.2062975027,10.2062975027,8.903855868,1964650
DEU,2.679,2.949,"",2.679,"",3.625,2,,1998,9.0319792567,8.3915382816,8.3915382816,2015250
DEU,2.679,2.949,"",2.679,"",3.625,2,,1998,9.0319792567,9.0319792567,8.3915382816,2015250
DEU,2.679,2.949,"",2.679,"",3.625,2,,1999,8.6381665932,7.6060606061,7.6060606061,2061810
DEU,2.679,2.949,"",2.679,"",3.625,2,,1999,8.6381665932,8.6381665932,7.6060606061,2061810
DEU,2.679,2.949,"",2.679,"",3.625,2,,2000,8.3917616126,6.9985545733,6.9985545733,2113500
DEU,2.679,2.949,"",2.679,"",3.625,2,,2000,8.3917616126,8.3917616126,6.9985545733,2113500
DEU,2.679,2.949,"",2.679,"",3.625,2,,2001,8.2677165354,7.262793177,7.262793177,2176810
DEU,2.679,2.949,"",2.679,"",3.625,2,,2001,8.2677165354,8.2677165354,7.262793177,2176810
DEU,2.679,2.949,"",2.679,"",3.625,2,,2002,9.8148561231,8.1388390186,8.1388390186,2206280
DEU,2.679,2.949,"",2.679,"",3.625,2,,2002,9.8148561231,9.8148561231,8.1388390186,2206280
DEU,2.679,2.949,"",2.679,"",3.625,1.5,,2003,10.5740181269,9.1418343333,9.1418343333,2217050
DEU,2.679,2.949,"",2.679,"",3.625,1.5,,2003,10.5740181269,10.5740181269,9.1418343333,2217050
DEU,2.869,3.085,"",2.869,"",3.625,1,,2004,12.601260126,9.7170155592,9.7170155592,2267580
DEU,2.869,3.085,"",2.869,"",3.625,1,,2004,12.601260126,12.601260126,9.7170155592,2267580
DEU,2.869,3.085,"",2.869,"",3.625,1,,2005,15.1903889228,10.4094333443,10.4094333443,2297820
DEU,2.869,3.085,"",2.869,"",3.625,1,,2005,15.1903889228,15.1903889228,10.4094333443,2297820
DEU,2.869,3.085,"",2.869,"",3.625,1,,2006,13.5507393154,9.5729109065,9.5729109065,2390200
DEU,2.869,3.085,"",2.869,"",3.625,1,,2006,13.5507393154,13.5507393154,9.5729109065,2390200
DEU,2.869,3.085,"",2.869,"",3.625,1,,2007,11.6849451645,7.9787756706,7.9787756706,2510110
DEU,2.869,3.085,"",2.869,"",3.625,1,,2007,11.6849451645,11.6849451645,7.9787756706,2510110
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2008,10.3682946357,7.0024973712,7.0024973712,2558020
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2008,10.3682946357,10.3682946357,7.0024973712,2558020
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2009,10.9928352098,7.2958257713,7.2958257713,2456660
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2009,10.9928352098,10.9928352098,7.2958257713,2456660
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2010,9.691722973,6.6496418148,6.6496418148,2576220
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2010,9.691722973,9.691722973,6.6496418148,2576220
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2011,8.5373509102,5.503155098,5.503155098,2699100
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2011,8.5373509102,8.5373509102,5.503155098,2699100
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2012,8.1134564644,5.072222592,5.072222592,2749900
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1,1.542,2012,8.1134564644,8.1134564644,5.072222592,2749900
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1.125,1.75,2013,7.9111111111,4.9438802779,4.9438802779,2809480
DEU,2.869,3.085,2.978,2.869,2.719,3.625,1.125,1.75,2013,7.9111111111,7.9111111111,4.9438802779,2809480
DNK,2.183,"","",2.183,"","",3.125,,1985,11.5312870951,7.1083283929,7.1083283929,659314.385162009E
DNK,2.183,"","",2.183,"","",3.125,,1985,11.5312870951,11.5312870951,7.1083283929,659314.385162009E
DNK,2.183,"","",2.183,"","",3.125,,1986,8.1218274112,5.7095140509,5.7095140509,710392.086851488E
DNK,2.183,"","",2.183,"","",3.125,,1986,8.1218274112,8.1218274112,5.7095140509,710392.086851488E
DNK,2.183,"","",2.183,"","",3.125,,1987,8.9276552078,5.3672677104,5.3672677104,746619.101554125E
DNK,2.183,"","",2.183,"","",3.125,,1987,8.9276552078,8.9276552078,5.3672677104,746619.101554125E
DNK,2.183,"","",2.183,"","",3.125,,1988,8.5392502942,6.0954439268,6.0954439268,774875.868038194E
DNK,2.183,"","",2.183,"","",3.125,,1988,8.5392502942,8.5392502942,6.0954439268,774875.868038194E
DNK,2.183,"","",2.183,"","",3.125,,1989,11.5018188117,7.4697202684,7.4697202684,817915.208418461E
DNK,2.183,"","",2.183,"","",3.125,,1989,11.5018188117,11.5018188117,7.4697202684,817915.208418461E
DNK,2.183,"","",2.183,"","",3.125,,1990,11.5336096594,7.945890874,7.945890874,854613.931689136E
DNK,2.183,"","",2.183,"","",3.125,,1990,11.5336096594,11.5336096594,7.945890874,854613.931689136E
DNK,2.183,"","",2.183,"","",3.125,,1991,11.4885844749,8.6655783271,8.6655783271,888889.048868858E
DNK,2.183,"","",2.183,"","",3.125,,1991,11.4885844749,11.4885844749,8.6655783271,888889.048868858E
DNK,2.183,"","",2.183,"","",3.125,,1992,12.3399301513,8.4556087968,8.4556087968,921656.528534788E
DNK,2.183,"","",2.183,"","",3.125,,1992,12.3399301513,12.3399301513,8.4556087968,921656.528534788E
DNK,2.183,"","",2.183,"","",3.125,,1993,14.5749799519,10.2485863508,10.2485863508,926957.150245453E
DNK,2.183,"","",2.183,"","",3.125,,1993,14.5749799519,14.5749799519,10.2485863508,926957.150245453E
DNK,2.183,"","",2.183,"","",3.125,,1994,10.1791425037,7.78949494,7.78949494,993175.273710332E
DNK,2.183,"","",2.183,"","",3.125,,1994,10.1791425037,10.1791425037,7.78949494,993175.273710332E
DNK,2.135,"","",2.135,"","",1.375,,1995,9.9225842377,6.155957261,6.155957261,1036483
DNK,2.135,"","",2.135,"","",1.375,,1995,9.9225842377,9.9225842377,6.155957261,1036483
DNK,2.135,"","",2.135,"","",1.375,,1996,10.5863377866,6.0395111747,6.0395111747,1088024
DNK,2.135,"","",2.135,"","",1.375,,1996,10.5863377866,10.5863377866,6.0395111747,1088024
DNK,2.135,"","",2.135,"","",1.375,,1997,8.0931859306,4.8464280109,4.8464280109,1146129
DNK,2.135,"","",2.135,"","",1.375,,1997,8.0931859306,8.0931859306,4.8464280109,1146129
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,1998,7.1715375693,4.5814697815,4.5814697815,1185988
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,1998,7.1715375693,7.1715375693,4.5814697815,1185988
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,1999,9.9507728966,4.279473338,4.279473338,1241521
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,1999,9.9507728966,9.9507728966,4.279473338,1241521
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2000,6.724197414,4.0710590716,4.0710590716,1326912
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2000,6.724197414,6.724197414,4.0710590716,1326912
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2001,8.2508148007,3.4674847124,3.4674847124,1371526
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2001,8.2508148007,8.2508148007,3.4674847124,1371526
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2002,7.3855610499,4.1855679677,4.1855679677,1410271
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2002,7.3855610499,7.3855610499,4.1855679677,1410271
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2003,9.2123647624,4.8972848224,4.8972848224,1436751
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2003,9.2123647624,9.2123647624,4.8972848224,1436751
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2004,8.1959445529,5.0551779302,5.0551779302,1505221
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2004,8.1959445529,8.1959445529,5.0551779302,1505221
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2005,8.6142093923,4.0870203348,4.0870203348,1586537
DNK,2.135,2.561,"",2.135,"",3.625,1.375,,2005,8.6142093923,8.6142093923,4.0870203348,1586537
DNK,2.135,2.346,"",2.135,"",2.875,1.375,,2006,7.6821177908,3.1702316002,3.1702316002,1682713
DNK,2.135,2.346,"",2.135,"",2.875,1.375,,2006,7.6821177908,7.6821177908,3.1702316002,1682713
DNK,2.135,2.346,"",2.135,"",2.875,1.375,,2007,7.5243790452,3.1213108534,3.1213108534,1739264
DNK,2.135,2.346,"",2.135,"",2.875,1.375,,2007,7.5243790452,7.5243790452,3.1213108534,1739264
DNK,2.135,2.346,2.275,2.135,2.035,2.875,1.375,1.792,2008,8.0271739576,2.6303764547,2.6303764547,1797547
DNK,2.135,2.346,2.275,2.135,2.035,2.875,1.375,1.792,2008,8.0271739576,8.0271739576,2.6303764547,1797547
DNK,2.135,2.346,2.275,2.135,2.035,2.875,1.375,1.792,2009,11.8295473238,5.1986729753,5.1986729753,1714214
DNK,2.135,2.346,2.275,2.135,2.035,2.875,1.375,1.792,2009,11.8295473238,11.8295473238,5.1986729753,1714214
DNK,2.135,2.346,2.275,2.135,2.035,2.875,1.375,1.792,2010,13.9717773355,6.5917410157,6.5917410157,1798649
DNK,2.135,2.346,2.275,2.135,2.035,2.875,1.375,1.792,2010,13.9717773355,13.9717773355,6.5917410157,1798649
DNK,2.198,2.392,2.32,2.198,2.098,2.875,1.375,1.792,2011,14.2367953614,6.6211122942,6.6211122942,1833404
DNK,2.198,2.392,2.32,2.198,2.098,2.875,1.375,1.792,2011,14.2367953614,14.2367953614,6.6211122942,1833404
DNK,2.198,2.392,2.32,2.198,2.098,2.875,1.375,1.792,2012,14.1372873804,6.7140785205,6.7140785205,1866779
DNK,2.198,2.392,2.32,2.198,2.098,2.875,1.375,1.792,2012,14.1372873804,14.1372873804,6.7140785205,1866779
DNK,2.198,2.392,2.32,2.198,2.098,2.875,1.375,1.792,2013,13.052890787,6.2837676589,6.2837676589,1886393
DNK,2.198,2.392,2.32,2.198,2.098,2.875,1.375,1.792,2013,13.052890787,13.052890787,6.2837676589,1886393
ESP,3.548,"","",3.548,"","",3.75,,1985,43.7694111682,15.6139989818,15.6139989818,184269.06529431E
ESP,3.548,"","",3.548,"","",3.75,,1985,43.7694111682,43.7694111682,15.6139989818,184269.06529431E
ESP,3.548,"","",3.548,"","",3.75,,1986,42.8057210206,15.2346532022,15.2346532022,210962.394737624E
ESP,3.548,"","",3.548,"","",3.75,,1986,42.8057210206,42.8057210206,15.2346532022,210962.394737624E
ESP,3.548,"","",3.548,"","",3.75,,1987,40.1213067499,15.0083817156,15.0083817156,235900.371004621E
ESP,3.548,"","",3.548,"","",3.75,,1987,40.1213067499,40.1213067499,15.0083817156,235900.371004621E
ESP,3.548,"","",3.548,"","",3.75,,1988,37.2851372468,14.7273087202,14.7273087202,262634.620217138E
ESP,3.548,"","",3.548,"","",3.75,,1988,37.2851372468,37.2851372468,14.7273087202,262634.620217138E
ESP,3.548,"","",3.548,"","",3.75,,1989,32.156494333,13.725357295,13.725357295,294298.127781318E
ESP,3.548,"","",3.548,"","",3.75,,1989,32.156494333,32.156494333,13.725357295,294298.127781318E
ESP,3.548,"","",3.548,"","",3.75,,1990,30.2481535276,13.1426249338,13.1426249338,327803.024959627E
ESP,3.548,"","",3.548,"","",3.75,,1990,30.2481535276,30.2481535276,13.1426249338,327803.024959627E
ESP,3.548,"","",3.548,"","",3.75,,1991,29.0118752778,13.7159479176,13.7159479176,359461.28639955E
ESP,3.548,"","",3.548,"","",3.75,,1991,29.0118752778,29.0118752778,13.7159479176,359461.28639955E
ESP,3.548,"","",3.548,"","",3.75,,1992,32.3740771124,15.7416063827,15.7416063827,387148.231777097E
ESP,3.548,"","",3.548,"","",3.75,,1992,32.3740771124,32.3740771124,15.7416063827,387148.231777097E
ESP,3.548,"","",3.548,"","",3.75,,1993,41.0100189548,19.4089026641,19.4089026641,400539.488554937E
ESP,3.548,"","",3.548,"","",3.75,,1993,41.0100189548,41.0100189548,19.4089026641,400539.488554937E
ESP,3.548,"","",3.548,"","",3.75,,1994,42.8556722257,20.8899293407,20.8899293407,425995.781898503E
ESP,3.548,"","",3.548,"","",3.75,,1994,42.8556722257,42.8556722257,20.8899293407,425995.781898503E
ESP,2.357,"","",2.357,"","",3.25,,1995,40.4479578393,20.0224284674,20.0224284674,459337
ESP,2.357,"","",2.357,"","",3.25,,1995,40.4479578393,40.4479578393,20.0224284674,459337
ESP,2.357,"","",2.357,"","",3.25,,1996,39.9202400117,19.4312025121,19.4312025121,487992
ESP,2.357,"","",2.357,"","",3.25,,1996,39.9202400117,39.9202400117,19.4312025121,487992
ESP,2.357,"","",2.357,"","",3.25,,1997,37.1991001125,18.3068034617,18.3068034617,518049
ESP,2.357,"","",2.357,"","",3.25,,1997,37.1991001125,37.1991001125,18.3068034617,518049
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,1998,33.930008816,16.5903747645,16.5903747645,554042
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,1998,33.930008816,33.930008816,16.5903747645,554042
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,1999,28.2517590065,13.9542126212,13.9542126212,594316
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,1999,28.2517590065,28.2517590065,13.9542126212,594316
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2000,25.294048689,12.3436984947,12.3436984947,646250
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2000,25.294048689,25.294048689,12.3436984947,646250
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2001,20.7577151459,9.2567676265,9.2567676265,699528
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2001,20.7577151459,20.7577151459,9.2567676265,699528
ESP,2.357,2.755,"",2.357,"",3.75,3.25,,2002,22.19695691,10.2061921064,10.2061921064,749288
